../jeu_100_25_4.txt_3_best	../jeu_100_25_4.txt_3_current	
140	 14309.4	 2511.2
141	 14309.4	 -155.4
142	 14309.4	 -132
143	 14309.4	 1982.4
144	 14309.4	 7558.6
145	 14309.4	 -149.6
146	 14309.4	 -70.8
147	 14309.4	 -140
148	 14309.4	 2240.2
149	 14309.4	 2468.6
150	 14377.7	 5427.2
151	 14377.7	 2251.4
152	 14377.7	 -113.2
153	 14377.7	 2463.8
154	 14377.7	 -157.8
155	 14377.7	 -145.4
156	 14377.7	 -66
157	 14377.7	 6967.2
158	 14377.7	 2213.8
159	 14377.7	 4546.2
160	 14377.7	 4829.8
161	 14377.7	 -82.4
162	 14377.7	 2584.4
163	 14377.7	 -92
164	 14377.7	 4939
165	 14377.7	 2412.2
166	 14377.7	 -186.6
167	 14377.7	 2446.2
168	 14377.7	 -54.2
169	 14377.7	 2577.6
170	 14377.7	 2347.4
171	 14377.7	 4525
172	 14377.7	 -144.8
173	 14377.7	 -124.4
174	 14377.7	 -66.8
175	 14377.7	 2294
176	 14377.7	 -107
177	 14377.7	 1926.4
178	 14377.7	 2226.8
179	 14377.7	 2215.6
180	 14377.7	 -163
181	 14377.7	 -161.6
182	 14377.7	 -116.8
183	 14377.7	 2395.2
184	 14377.7	 -127
185	 14377.7	 -95
186	 14377.7	 2185.8
187	 14377.7	 2539
188	 14377.7	 2120.6
189	 14377.7	 2631
190	 14377.7	 -166.2
191	 14377.7	 2261.4
192	 14377.7	 2220.6
193	 14377.7	 4372.2
194	 14377.7	 2658.2
195	 14377.7	 -55.2
196	 14377.7	 2442
197	 14377.7	 -82.8
198	 14377.7	 2283.4
199	 14377.7	 5304.6
200	 14377.7	 2246
201	 14377.7	 7099.2
202	 14377.7	 2244.2
203	 14377.7	 1863.8
204	 14377.7	 2230.6
205	 14377.7	 2158
206	 14377.7	 -89.6
207	 14377.7	 2700.8
208	 14377.7	 2464.2
209	 14377.7	 2367.8
210	 14377.7	 4507.4
211	 14377.7	 -123.4
212	 14377.7	 -168.2
213	 14377.7	 -104.8
214	 14377.7	 2052.2
215	 14377.7	 4693.8
216	 14499.4	 2931.2
217	 14499.4	 4857.4
218	 14499.4	 2523.2
219	 14499.4	 2630
220	 14499.4	 2245.8
221	 14499.4	 1934
222	 14499.4	 2105.2
223	 14499.4	 2419.6
224	 14499.4	 -196.2
225	 14499.4	 2027.8
226	 14499.4	 2141.4
227	 14499.4	 4684.6
228	 14499.4	 2321.2
229	 14499.4	 4529.4
230	 14499.4	 -114
231	 14735.5	 5253.6
232	 14735.5	 2198
233	 14735.5	 4559.4
234	 14735.5	 2158.6
235	 14735.5	 2293.4
236	 14735.5	 4968.6
237	 14735.5	 2197.2
238	 14735.5	 -112
239	 14735.5	 -77.2
240	 14735.5	 2588
241	 14735.5	 -124
242	 14735.5	 -129.4
243	 14735.5	 2296.8
244	 14735.5	 5000.8
245	 14735.5	 -112.8
246	 14735.5	 4748.8
247	 14735.5	 4763.2
248	 14735.5	 -101.4
249	 14735.5	 3978.8
250	 14735.5	 2423
251	 14735.5	 -155.2
252	 14735.5	 5148
253	 14735.5	 2198.2
254	 14735.5	 -130.2
255	 14735.5	 2273.6
256	 14735.5	 2540.8
257	 14735.5	 -150.2
258	 14735.5	 -113
259	 14735.5	 -109.6
260	 14735.5	 2306.2
261	 14927.2	 3075.8
262	 14927.2	 4813.4
263	 14927.2	 -136
264	 14927.2	 2512.8
265	 14927.2	 -116.2
266	 14927.2	 -128.8
267	 14927.2	 1852.4
268	 14927.2	 4777
269	 14927.2	 1657.4
270	 14927.2	 -118
271	 14927.2	 -112
272	 14927.2	 -125.4
273	 14927.2	 4588.8
274	 14927.2	 2628
275	 14968.6	 2923.4
276	 14968.6	 2223.4
277	 14968.6	 2541.6
278	 14968.6	 2439.2
279	 14968.6	 -56.6
280	 14968.6	 2427
281	 14968.6	 4008.8
282	 14968.6	 2324.4
283	 14968.6	 -162.4
284	 14968.6	 2352.8
285	 14968.6	 -214.2
286	 14968.6	 -114
287	 14968.6	 2038
288	 14968.6	 2352.4
289	 14968.6	 2188
290	 14968.6	 2797
291	 14968.6	 1826
292	 14968.6	 1910.8
293	 14968.6	 -94
294	 14968.6	 2542.4
295	 14968.6	 2068.8
296	 14968.6	 4660.2
297	 14968.6	 -98
298	 14968.6	 1911.8
299	 14968.6	 2365.6
300	 14968.6	 -112.6
301	 14968.6	 -58.8
302	 14968.6	 -84
303	 14968.6	 -129.4
304	 14968.6	 -55.2
305	 14968.6	 -86
306	 14968.6	 5166.6
307	 15068.6	 5551.2
308	 15068.6	 2312.6
309	 15068.6	 -107.2
310	 15068.6	 -180.6
311	 15068.6	 2342.6
312	 15068.6	 5237.6
313	 15068.6	 2605.6
314	 15068.6	 4764.8
315	 15068.6	 -110.2
316	 15068.6	 -127.6
317	 15068.6	 -116.4
318	 15068.6	 -141.4
319	 15068.6	 2031.6
320	 15068.6	 -120.6
321	 15068.6	 -69.8
322	 15068.6	 -153.2
323	 15068.6	 2336.4
324	 15068.6	 2188.8
325	 15068.6	 -81
326	 15068.6	 2645
327	 15068.6	 2230.2
328	 15068.6	 1776
329	 15068.6	 2173.4
330	 15068.6	 -124.4
331	 15068.6	 -112.8
332	 15068.6	 -106.8
333	 15068.6	 2251.2
334	 15068.6	 -61.4
335	 15068.6	 1959.2
336	 15068.6	 4804.2
337	 15068.6	 -157.8
338	 15068.6	 4794.4
339	 15068.6	 2252.4
340	 15068.6	 4146.2
341	 15068.6	 5045.2
342	 15068.6	 2675.4
343	 15068.6	 -155.6
344	 15068.6	 2179.4
345	 15068.6	 2440.8
346	 15068.6	 -102.2
347	 15068.6	 -120.6
348	 15068.6	 -138.2
349	 15068.6	 4959.8
350	 15068.6	 2541.4
351	 15068.6	 2278.6
352	 15068.6	 2348.2
353	 15068.6	 1907.6
354	 15068.6	 4517.2
355	 15068.6	 -119
356	 15068.6	 2199.2
357	 15068.6	 2824.2
358	 15068.6	 2366.4
359	 15068.6	 2133.8
360	 15068.6	 -105.2
361	 15068.6	 2147.8
362	 15068.6	 -120.6
363	 15068.6	 2069.2
364	 15068.6	 8052.8
365	 15068.6	 5525.2
366	 15068.6	 2197
367	 15068.6	 1372.8
368	 15068.6	 4656.8
369	 15068.6	 -60.6
370	 15068.6	 -79.4
371	 15068.6	 -108.6
372	 15068.6	 5048.4
373	 15068.6	 -185
374	 15068.6	 2094.4
375	 15068.6	 2288
376	 15068.6	 2606
377	 15068.6	 -172
378	 15068.6	 1462
379	 15068.6	 -92.4
380	 15068.6	 5204.2
381	 15068.6	 2372.6
382	 15068.6	 2510.2
383	 15068.6	 -178
384	 15068.6	 7712.2
385	 15068.6	 7227.2
386	 15068.6	 2536.2
387	 15068.6	 4886.8
388	 15068.6	 5370.8
389	 15068.6	 2628.6
390	 15068.6	 -102
391	 15068.6	 4746.2
392	 15068.6	 -151.6
393	 15068.6	 2364
394	 15068.6	 1785.6
395	 15068.6	 2448.2
396	 15068.6	 -223.4
397	 15068.6	 -95.6
398	 15068.6	 -134.2
399	 15068.6	 -88.6
400	 15068.6	 -139
401	 15068.6	 2812.4
402	 15068.6	 4985
403	 15068.6	 -131.8
404	 15068.6	 -97.2
405	 15068.6	 4680.2
406	 15068.6	 5002.8
407	 15068.6	 -53
408	 15068.6	 2116.4
409	 15068.6	 2595.2
410	 15068.6	 4163.2
411	 15068.6	 4774.4
412	 15068.6	 -135.6
413	 15068.6	 4438.4
414	 15068.6	 2357.4
415	 15068.6	 4655.4
416	 15068.6	 -167
417	 15068.6	 -102.8
418	 15068.6	 -50.4
419	 15068.6	 4345.2
420	 15068.6	 -96.4
421	 15068.6	 -144.2
422	 15068.6	 4959.2
423	 15068.6	 2064
424	 15068.6	 -129
425	 15068.6	 2674
426	 15068.6	 5094.8
427	 15068.6	 2687.2
428	 15068.6	 2488.6
429	 15068.6	 -95.6
430	 15068.6	 2687.6
431	 15068.6	 -127.4
432	 15068.6	 4886
433	 15068.6	 1842.8
434	 15068.6	 -101.4
435	 15068.6	 2636
436	 15068.6	 1974
437	 15068.6	 5143.4
438	 15068.6	 -224.8
439	 15068.6	 2039.8
440	 15068.6	 2617.4
441	 15068.6	 2498.2
442	 15068.6	 -135.6
443	 15068.6	 -113.6
444	 15068.6	 -148.6
445	 15068.6	 2433.8
446	 15068.6	 -120
447	 15068.6	 -106.4
448	 15068.6	 2615.8
449	 15068.6	 -142
450	 15068.6	 -101
451	 15068.6	 2051.6
452	 15068.6	 4932.8
453	 15068.6	 -146.8
454	 15068.6	 2492.2
455	 15068.6	 2143.8
456	 15068.6	 -97.6
457	 15068.6	 4499.2
458	 15068.6	 -163.8
459	 15068.6	 -153.2
460	 15068.6	 2423.4
461	 15068.6	 -139.4
462	 15068.6	 2165.2
463	 15068.6	 4908.2
464	 15068.6	 4474.4
465	 15068.6	 5006
466	 15068.6	 -77.6
467	 15068.6	 -168.4
468	 15068.6	 -160.2
469	 15068.6	 -175.2
470	 15068.6	 -241.2
471	 15068.6	 4801.8
472	 15068.6	 4320
473	 15068.6	 2403.2
474	 15068.6	 -170.2
475	 15068.6	 -99.4
476	 15068.6	 4440.4
477	 15068.6	 5127.2
478	 15068.6	 2207
479	 15068.6	 7229
480	 15068.6	 1607.4
481	 15068.6	 -96.8
482	 15068.6	 -65.4
483	 15068.6	 2536.4
484	 15068.6	 4289.6
485	 15106.9	 5400.6
486	 15106.9	 -76.2
487	 15106.9	 -90.4
488	 15106.9	 5093.4
489	 15106.9	 -127.2
490	 15106.9	 2299.2
491	 15106.9	 2304.6
492	 15106.9	 2472.4
493	 15106.9	 5290.8
494	 15106.9	 2284
495	 15106.9	 2226.2
496	 15106.9	 -73
497	 15106.9	 -162.4
498	 15106.9	 -134
499	 15106.9	 -63.8
500	 15106.9	 2512.8
501	 15106.9	 2462.8
502	 15106.9	 -111.6
503	 15106.9	 2174
504	 15106.9	 7528.2
505	 15106.9	 -123.4
506	 15106.9	 -173.6
507	 15106.9	 5314.8
508	 15106.9	 2281.8
509	 15106.9	 4636.8
510	 15106.9	 4664.8
511	 15106.9	 -109
512	 15106.9	 1941.4
513	 15106.9	 4944
514	 15106.9	 2012
515	 15106.9	 2110.8
516	 15106.9	 2008.4
517	 15106.9	 -86.8
518	 15106.9	 -89.8
519	 15106.9	 -162.2
520	 15106.9	 1912
521	 15106.9	 -94
522	 15106.9	 2442.4
523	 15106.9	 -136.2
524	 15106.9	 2340.4
525	 15106.9	 -68
526	 15106.9	 4272.8
527	 15106.9	 -89.6
528	 15106.9	 2560.4
529	 15106.9	 1779
530	 15106.9	 2383
531	 15106.9	 2522.4
532	 15106.9	 -125
533	 15106.9	 4591.6
534	 15106.9	 2333.8
535	 15106.9	 4371.8
536	 15106.9	 2182.8
537	 15106.9	 7512.2
538	 15106.9	 2312
539	 15106.9	 2003
540	 15106.9	 2742
541	 15106.9	 -123.6
542	 15106.9	 5118
543	 15106.9	 -122.4
544	 15106.9	 2262.4
545	 15106.9	 -128.6
546	 15106.9	 -130.8
547	 15106.9	 -74.6
548	 15106.9	 -88
549	 15106.9	 2267.4
550	 15106.9	 2608.2
551	 15106.9	 7436.4
552	 15106.9	 5343.6
553	 15106.9	 -217.8
554	 15106.9	 -78
555	 15106.9	 -103.2
556	 15106.9	 4949.6
557	 15106.9	 -75.2
558	 15106.9	 4640
559	 15106.9	 2401.6
560	 15106.9	 -127.4
561	 15106.9	 2316.4
562	 15106.9	 2256.8
563	 15106.9	 2543.8
564	 15106.9	 2302.8
565	 15106.9	 2220.2
566	 15106.9	 2698.6
567	 15106.9	 -190
568	 15106.9	 2228.2
569	 15106.9	 5043.4
570	 15106.9	 -197.4
571	 15106.9	 -123.8
572	 15106.9	 -123.4
573	 15106.9	 4533.2
574	 15106.9	 -118.4
575	 15106.9	 -110.6
576	 15106.9	 5246.4
577	 15106.9	 2050.8
578	 15106.9	 -103.2
579	 15106.9	 2283.2
580	 15106.9	 4607.6
581	 15106.9	 -107.6
582	 15106.9	 -122.2
583	 15106.9	 4485.2
584	 15106.9	 -141.2
585	 15106.9	 -47.8
586	 15106.9	 4885.8
587	 15106.9	 -113.6
588	 15106.9	 2132.6
589	 15106.9	 5081
590	 15106.9	 -132
591	 15106.9	 2114
592	 15106.9	 2027
593	 15106.9	 -163.8
594	 15106.9	 2264.6
595	 15106.9	 -108.4
596	 15106.9	 -181.6
597	 15106.9	 2470
598	 15106.9	 -154.6
599	 15106.9	 7281.6
600	 15106.9	 2616
601	 15106.9	 6536.4
602	 15106.9	 -129
603	 15106.9	 5302.2
604	 15106.9	 4494.6
605	 15106.9	 -107.2
606	 15106.9	 2002.2
607	 15106.9	 -28.2
608	 15106.9	 2764.6
609	 15144.7	 2956.8
610	 15144.7	 2600.6
611	 15144.7	 -159.4
612	 15144.7	 4358.6
613	 15144.7	 -124.2
614	 15144.7	 4305
615	 15144.7	 1790.2
616	 15144.7	 -130.6
617	 15144.7	 -162.2
618	 15144.7	 -86.4
619	 15144.7	 -104.4
620	 15144.7	 -256.6
621	 15144.7	 2813.8
622	 15144.7	 -159.4
623	 15144.7	 -66.4
624	 15144.7	 4937.8
625	 15157	 7691.2
626	 15157	 -103.8
627	 15157	 -130
628	 15157	 -148.4
629	 15157	 2591.4
630	 15157	 8020.6
631	 15157	 -66.8
632	 15157	 2857.2
633	 15157	 2469.4
634	 15157	 -118.4
635	 15157	 5258
636	 15157	 -149.6
637	 15157	 -155.6
638	 15157	 -144.2
639	 15157	 2003
640	 15157	 2268.2
641	 15157	 2247
642	 15157	 -72
643	 15157	 7600
644	 15157	 2038.4
645	 15157	 4650.4
646	 15157	 2639.6
647	 15157	 2263.4
648	 15157	 -159
649	 15157	 6838.2
650	 15157	 2551.2
651	 15157	 -137.8
652	 15157	 -133.6
653	 15157	 6946.8
654	 15157	 -114.6
655	 15157	 2022.2
656	 15157	 -80
657	 15157	 -159.2
658	 15157	 -191.4
659	 15157	 5498
660	 15157	 2715.2
661	 15157	 -118.2
662	 15157	 -180.4
663	 15157	 5027.6
664	 15157	 -74
665	 15157	 2625.2
666	 15157	 4289.4
667	 15157	 -106.2
668	 15157	 4686.2
669	 15157	 2255.8
670	 15157	 -119.4
671	 15157	 1743
672	 15157	 2362.6
673	 15157	 5081.6
674	 15157	 2282.2
675	 15157	 -127.8
676	 15157	 2137.2
677	 15157	 2361.6
678	 15157	 2388.4
679	 15157	 -18.8
680	 15157	 2179.4
681	 15157	 -96
682	 15157	 4471.2
683	 15157	 -99
684	 15157	 5059.8
685	 15157	 -141.2
686	 15157	 4527.8
687	 15157	 2633.2
688	 15157	 -114.2
689	 15157	 -100.8
690	 15157	 -169
691	 15157	 -132.6
692	 15157	 4155.2
693	 15157	 4580.2
694	 15157	 -154.6
695	 15157	 -132.8
696	 15157	 -144.8
697	 15157	 -79
698	 15157	 5242.2
699	 15157	 -111.4
700	 15157	 2255.4
701	 15157	 2029.6
702	 15157	 -68.6
703	 15157	 -132.8
704	 15157	 -65.6
705	 15157	 -123.4
706	 15157	 -152.6
707	 15157	 -137.6
708	 15157	 2200.2
709	 15157	 4917.4
710	 15157	 -163
711	 15157	 5319.2
712	 15157	 5326
713	 15157	 4777.8
714	 15157	 -115.6
715	 15157	 2217.2
716	 15157	 2364.2
717	 15157	 2264.8
718	 15157	 2516.2
719	 15157	 -115
720	 15157	 2768.2
721	 15157	 2588
722	 15157	 -143.8
723	 15157	 2054.4
724	 15157	 -92.4
725	 15157	 -125.6
726	 15157	 2392.6
727	 15157	 4507.8
728	 15157	 -119.4
729	 15157	 2780
730	 15157	 -134
731	 15157	 1669.8
732	 15157	 -102.8
733	 15157	 -84.2
734	 15179.2	 7732.4
735	 15179.2	 6922.6
736	 15179.2	 -60
737	 15179.2	 -96.4
738	 15179.2	 4476.4
739	 15179.2	 5176
740	 15179.2	 -201.2
741	 15179.2	 2604.8
742	 15179.2	 2065.8
743	 15187.8	 5705.2
744	 15187.8	 2715.8
745	 15187.8	 -137.8
746	 15187.8	 2364.2
747	 15187.8	 -165
748	 15187.8	 2390
749	 15187.8	 5201
750	 15187.8	 2478.4
751	 15187.8	 2285.4
752	 15187.8	 -98.8
753	 15187.8	 -99.4
754	 15187.8	 -131.6
755	 15187.8	 -146.2
756	 15187.8	 -129.2
757	 15187.8	 4310
758	 15187.8	 -96.8
759	 15187.8	 2226.4
760	 15187.8	 7144.6
761	 15187.8	 2502.6
762	 15187.8	 -97.4
763	 15187.8	 -123
764	 15187.8	 7211.2
765	 15187.8	 -64
766	 15187.8	 2405
767	 15187.8	 2426.4
768	 15187.8	 2085.2
769	 15187.8	 -97.8
770	 15187.8	 -111.4
771	 15187.8	 -128
772	 15187.8	 2422.2
773	 15187.8	 -99.4
774	 15187.8	 -164
775	 15187.8	 2638.4
776	 15187.8	 2396.6
777	 15187.8	 2241.6
778	 15187.8	 -106.8
779	 15187.8	 2084.6
780	 15187.8	 2735.2
781	 15187.8	 5065.6
782	 15187.8	 2431
783	 15187.8	 2220.8
784	 15187.8	 -173.4
785	 15187.8	 5245.4
786	 15187.8	 4521
787	 15187.8	 -148
788	 15187.8	 4736.6
789	 15187.8	 -96.6
790	 15187.8	 2373.6
791	 15187.8	 -130.6
792	 15187.8	 2495.2
793	 15187.8	 -52.2
794	 15187.8	 5075.6
795	 15187.8	 2270.6
796	 15187.8	 -129
797	 15187.8	 2010.4
798	 15187.8	 -120.6
799	 15187.8	 -128.2
800	 15187.8	 2535.6
801	 15187.8	 -100
802	 15187.8	 2593.8
803	 15187.8	 2269.6
804	 15187.8	 1919.2
805	 15187.8	 2302.4
806	 15187.8	 -94.6
807	 15187.8	 5066
808	 15187.8	 -84.8
809	 15187.8	 -85.4
810	 15187.8	 2312.6
811	 15187.8	 2162
812	 15187.8	 2925.6
813	 15187.8	 2353.4
814	 15187.8	 2089.6
815	 15187.8	 -84
816	 15187.8	 -162.2
817	 15187.8	 2068.4
818	 15187.8	 -138.4
819	 15187.8	 -99.2
820	 15187.8	 1756.4
821	 15187.8	 2200.6
822	 15187.8	 -141.8
823	 15187.8	 -152.8
824	 15187.8	 4547.6
825	 15187.8	 -134.6
826	 15187.8	 2297.6
827	 15187.8	 2559.2
828	 15187.8	 5217.4
829	 15187.8	 -158.6
830	 15187.8	 -114.6
831	 15187.8	 1983.8
832	 15187.8	 3996.8
833	 15187.8	 3883.8
834	 15187.8	 -79.6
835	 15187.8	 4546
836	 15187.8	 -106.8
837	 15187.8	 2096.4
838	 15187.8	 2441
839	 15187.8	 2322.8
840	 15187.8	 2593.4
841	 15187.8	 2556.2
842	 15187.8	 -117.4
843	 15187.8	 4512.8
844	 15187.8	 2391.8
845	 15187.8	 -185
846	 15187.8	 2147.2
847	 15187.8	 2173.4
848	 15187.8	 -140.4
849	 15187.8	 2158.6
850	 15187.8	 2536.4
851	 15187.8	 4979.6
852	 15187.8	 2409.8
853	 15187.8	 2244
854	 15187.8	 -79.8
855	 15187.8	 2581.4
856	 15187.8	 -68.2
857	 15187.8	 -127.6
858	 15187.8	 -119.2
859	 15187.8	 -105
860	 15187.8	 -56.8
861	 15187.8	 -152.2
862	 15187.8	 -45.6
863	 15187.8	 2917
864	 15187.8	 2055
865	 15187.8	 -139.2
866	 15187.8	 -81
867	 15187.8	 1988.8
868	 15187.8	 -131.4
869	 15187.8	 4786.8
870	 15187.8	 -76
871	 15187.8	 -95.2
872	 15187.8	 -76.8
873	 15187.8	 2070.2
874	 15187.8	 2128.6
875	 15187.8	 2591.8
876	 15187.8	 -127.2
877	 15187.8	 -159.2
878	 15187.8	 2439.6
879	 15187.8	 -126.2
880	 15187.8	 -120.4
881	 15187.8	 2100
882	 15187.8	 2241.6
883	 15187.8	 -146.8
884	 15187.8	 -69.8
885	 15187.8	 -94
886	 15187.8	 1770.8
887	 15187.8	 2672.6
888	 15187.8	 2129.4
889	 15187.8	 5480.2
890	 15187.8	 4851.2
891	 15187.8	 -146.8
892	 15187.8	 2308.4
893	 15187.8	 2422.2
894	 15187.8	 6972.4
895	 15187.8	 -117.6
896	 15187.8	 -150.8
897	 15187.8	 5033.6
898	 15187.8	 1972.6
899	 15187.8	 -140.4
900	 15187.8	 7477.6
901	 15187.8	 2566.2
902	 15187.8	 2829.2
903	 15187.8	 -226.8
904	 15187.8	 2068
905	 15187.8	 -144.4
906	 15187.8	 2189
907	 15187.8	 -128
908	 15187.8	 4994.2
909	 15187.8	 -134.2
910	 15187.8	 -163.2
911	 15187.8	 2403.4
912	 15187.8	 2173.8
913	 15187.8	 2254.4
914	 15187.8	 2213.8
915	 15187.8	 2582.6
916	 15187.8	 -76.6
917	 15187.8	 6901.4
918	 15187.8	 2357.2
919	 15187.8	 7124.2
920	 15187.8	 -165.2
921	 15187.8	 -79.8
922	 15187.8	 2450
923	 15187.8	 2141.4
924	 15187.8	 2878
925	 15187.8	 4595.6
926	 15187.8	 -136
927	 15187.8	 2030.2
928	 15187.8	 2643.4
929	 15187.8	 5197.8
930	 15187.8	 2557.4
931	 15187.8	 2306
932	 15187.8	 -156.4
933	 15187.8	 5551.2
934	 15187.8	 -106.6
935	 15187.8	 -183.8
936	 15187.8	 2633
937	 15187.8	 2132.6
938	 15187.8	 -53.6
939	 15187.8	 -106.4
940	 15187.8	 6398.4
941	 15187.8	 2536.2
942	 15187.8	 -123.8
943	 15187.8	 4538.4
944	 15187.8	 2034.8
945	 15187.8	 -113.8
946	 15187.8	 2434.4
947	 15187.8	 4422.8
948	 15187.8	 -106.2
949	 15187.8	 2089.4
950	 15187.8	 2485.4
951	 15187.8	 -136
952	 15187.8	 2595.6
953	 15187.8	 -164.2
954	 15187.8	 4321
955	 15187.8	 2438.2
956	 15234	 3027.2
957	 15234	 -119.4
958	 15234	 -151.2
959	 15234	 -67
960	 15234	 4441.2
961	 15234	 4995.4
962	 15234	 2219.6
963	 15234	 -82.4
964	 15234	 4360.4
965	 15234	 4518.6
966	 15234	 7339.6
967	 15234	 -129.2
968	 15234	 2749.6
969	 15247.2	 2978.8
970	 15247.2	 -82.6
971	 15247.2	 4801.2
972	 15247.2	 2222.8
973	 15247.2	 -101.4
974	 15247.2	 -101.8
975	 15247.2	 -145.6
976	 15247.2	 -104.4
977	 15247.2	 4488.2
978	 15247.2	 5004.2
979	 15247.2	 -145
980	 15247.2	 -92.6
981	 15247.2	 2153.2
982	 15247.2	 -209.6
983	 15247.2	 2147.2
984	 15247.2	 1636.2
985	 15247.2	 4738.2
986	 15247.2	 2500.8
987	 15247.2	 2640
988	 15247.2	 2097.8
989	 15247.2	 1965.2
990	 15247.2	 2228.4
991	 15247.2	 -85.8
992	 15247.2	 2414.2
993	 15247.2	 1919
994	 15247.2	 2059.8
995	 15247.2	 -157.8
996	 15247.2	 -169
997	 15247.2	 2279.8
998	 15247.2	 2081.8
999	 15247.2	 -86.2
1000	 15247.2	 2444.4
1001	 15247.2	 -103
1002	 15247.2	 -192.2
1003	 15247.2	 -100
1004	 15247.2	 2435.6
1005	 15247.2	 5516.2
1006	 15247.2	 -47.8
1007	 15247.2	 -123
1008	 15247.2	 2343.2
1009	 15247.2	 6809
1010	 15247.2	 -83
1011	 15247.2	 2418.4
1012	 15247.2	 5176.8
1013	 15247.2	 2572.2
1014	 15247.2	 -200.2
1015	 15247.2	 4197.2
1016	 15247.2	 -114
1017	 15247.2	 2412.6
1018	 15247.2	 -150
1019	 15247.2	 2780.6
1020	 15247.2	 -106.8
1021	 15247.2	 7044.6
1022	 15247.2	 2140.4
1023	 15247.2	 1976.2
1024	 15247.2	 -94.4
1025	 15247.2	 2287.2
1026	 15247.2	 5026
1027	 15247.2	 -196.4
1028	 15247.2	 2055.8
1029	 15247.2	 5006.8
1030	 15247.2	 2709.2
1031	 15247.2	 4735.2
1032	 15247.2	 2498.4
1033	 15247.2	 2356.2
1034	 15247.2	 -138.6
1035	 15247.2	 4696.8
1036	 15247.2	 2129
1037	 15247.2	 4441.2
