../jeu_100_25_4.txt_5_best	../jeu_100_25_4.txt_5_current	
720	 -20.2906	 -210.6
721	 -20.2906	 -218.4
722	 -20.2906	 -240.2
723	 -20.2906	 -179.2
724	 -20.2906	 -250.2
725	 -20.2906	 -156.8
726	 -20.2906	 -162.6
727	 -20.2906	 -206.8
728	 -20.2906	 -161.2
729	 -20.2906	 -194
730	 -20.2906	 -192.8
731	 -20.2906	 -230
732	 -20.2906	 -261.2
733	 -20.2906	 -208
734	 -20.2906	 -153.6
735	 -20.2906	 -211.6
736	 -20.2906	 -169.2
737	 -20.2906	 -191.2
738	 -20.2906	 -177
739	 -20.2906	 -139.8
740	 -20.2906	 -176.8
741	 -20.2906	 -166.2
742	 -20.2906	 -230
743	 -20.2906	 -130.8
744	 -20.2906	 -196
745	 -20.2906	 -148.4
746	 -20.2906	 -212.6
747	 -20.2906	 -185.2
748	 -20.2906	 -227.8
749	 -20.2906	 -194.4
750	 -20.2906	 -132.6
751	 -20.2906	 -203
752	 -20.2906	 -188.2
753	 -20.2906	 -176.2
754	 -20.2906	 -150.6
755	 -20.2906	 -201.2
756	 -20.2906	 -120
757	 -20.2906	 -240.8
758	 -20.2906	 -200.6
759	 -20.2906	 -176.4
760	 -20.2906	 -169.8
761	 -20.2906	 -170.2
762	 -20.2906	 -197.2
763	 -20.2906	 -201.2
764	 -20.2906	 -241.4
765	 -20.2906	 -180
766	 -20.2906	 -169
767	 -20.2906	 -147.8
768	 -20.2906	 -239
769	 -20.2906	 -155.2
770	 -20.2906	 -170.4
771	 -20.2906	 -180.6
772	 -20.2906	 -224.8
773	 1903.17	 1729.2
774	 1903.17	 -240.2
775	 1903.17	 -180.4
776	 1903.17	 -156.6
777	 1903.17	 -196
778	 1903.17	 -193.4
779	 1903.17	 -158.8
780	 1903.17	 -230.2
781	 1903.17	 -205.4
782	 1903.17	 -161.8
783	 1903.17	 -195.6
784	 1903.17	 -199
785	 1903.17	 -107
786	 1903.17	 -132.2
787	 1903.17	 -219
788	 1903.17	 -148.4
789	 1903.17	 -169
790	 1903.17	 -272
791	 1903.17	 -201.2
792	 1903.17	 -228.8
793	 1903.17	 -188.6
794	 1903.17	 -152.4
795	 1903.17	 -180.8
796	 1903.17	 -209.2
797	 1903.17	 -257.2
798	 1903.17	 -174.6
799	 1903.17	 -183.4
800	 1903.17	 -232.2
801	 1903.17	 -196.2
802	 1903.17	 -140.2
803	 1903.17	 -130.6
804	 1903.17	 -177.4
805	 1903.17	 -203.8
806	 1903.17	 -124.8
807	 1903.17	 -273.8
808	 1903.17	 -150
809	 1903.17	 -212.6
810	 1903.17	 -170
811	 1903.17	 -158
812	 1903.17	 -150
813	 1903.17	 -139.2
814	 1903.17	 -203
815	 1903.17	 -190.2
816	 1903.17	 -169.8
817	 1903.17	 -236
818	 1903.17	 -240.6
819	 1903.17	 -138.8
820	 1903.17	 -176.6
821	 1903.17	 -169.2
822	 1903.17	 -131.8
823	 1903.17	 -161.4
824	 1903.17	 -120.8
825	 1903.17	 -267.2
826	 1903.17	 -193.8
827	 1903.17	 -135.8
828	 1903.17	 -157.4
829	 1903.17	 -178
830	 1903.17	 -163.2
831	 1903.17	 -191.4
832	 1903.17	 -179
833	 1903.17	 -219
834	 1903.17	 -236
835	 1903.17	 -205.2
836	 1903.17	 -149.8
837	 1903.17	 -210
838	 1903.17	 -200.8
839	 1903.17	 -154
840	 1903.17	 -259.4
841	 1903.17	 -254.8
842	 1903.17	 -123.4
843	 1903.17	 -188.6
844	 1903.17	 -163.8
845	 1903.17	 -187.8
846	 1903.17	 -155.2
847	 1903.17	 -186.8
848	 1903.17	 -182.2
849	 1903.17	 -205.6
850	 1903.17	 -153.2
851	 1903.17	 -149.8
852	 1903.17	 -194.4
853	 1903.17	 -240.8
854	 1903.17	 -162
855	 1903.17	 -222
856	 1903.17	 -200.4
857	 1903.17	 -240.2
858	 1903.17	 -237.4
859	 1903.17	 -137.4
860	 1903.17	 -116.2
861	 1903.17	 -228.8
862	 1903.17	 -135
863	 1903.17	 -186.4
864	 1903.17	 -160.6
865	 1903.17	 -197.8
866	 1903.17	 -223.8
867	 1903.17	 -170.2
868	 1903.17	 -190.8
869	 1903.17	 -218.6
870	 1903.17	 -140
871	 1903.17	 -185.2
872	 1903.17	 -214.4
873	 1903.17	 -185.6
874	 1903.17	 -173.4
875	 1903.17	 -189.6
876	 1903.17	 -176.6
877	 1903.17	 -158.6
878	 1903.17	 -152.6
879	 1903.17	 -191.2
880	 1903.17	 -190.2
881	 1903.17	 -154.2
882	 1903.17	 -147.8
883	 1903.17	 -183.6
884	 1903.17	 -189.8
885	 1903.17	 -144
886	 1903.17	 -173
887	 1903.17	 -192
888	 1903.17	 -173.8
889	 1903.17	 -267.4
890	 1903.17	 -162.2
891	 1903.17	 -178.4
892	 1903.17	 -200.8
893	 1903.17	 -238
894	 1903.17	 -183
895	 1903.17	 -215.4
896	 1903.17	 -226.6
897	 1903.17	 -181.8
898	 1903.17	 -116
899	 1903.17	 -240.2
900	 1903.17	 -169
901	 1903.17	 -129.8
902	 1903.17	 -198.8
903	 1903.17	 -216
904	 1903.17	 -164.6
905	 1903.17	 -200.2
906	 1903.17	 -171.6
907	 1903.17	 -174.8
908	 1903.17	 -166.6
909	 1903.17	 -205.8
910	 1903.17	 -124.6
911	 1903.17	 -134.6
912	 1903.17	 -189.4
913	 1903.17	 -182.6
914	 1903.17	 -239.6
915	 1903.17	 -142
916	 1903.17	 -216.8
917	 1903.17	 -211.4
918	 1903.17	 -180
919	 1903.17	 -157
920	 1903.17	 -144.6
921	 1903.17	 -161
922	 1903.17	 -267.6
923	 1903.17	 -231.4
924	 1903.17	 -160.2
925	 1903.17	 -286.8
926	 1903.17	 -174
927	 1903.17	 -202
928	 1903.17	 -154.4
929	 1903.17	 -206.6
930	 1903.17	 -228
931	 1903.17	 -117.2
932	 1903.17	 -201.4
933	 1903.17	 -182
934	 1903.17	 -213.6
935	 1903.17	 -132
936	 1903.17	 -155.6
937	 1903.17	 -189.4
938	 1903.17	 -160.8
939	 1903.17	 -159.2
940	 1903.17	 -255.2
941	 1903.17	 -179.2
942	 1903.17	 -134.2
943	 1903.17	 -221
944	 1903.17	 -199
945	 1903.17	 -249.2
946	 1903.17	 -212.4
947	 1903.17	 -180
948	 1903.17	 -175
949	 1903.17	 -157.4
950	 1903.17	 -227.8
951	 1903.17	 -173.4
952	 1903.17	 -202.2
953	 1903.17	 -147.4
954	 1903.17	 -197.6
955	 1903.17	 -186.4
956	 1903.17	 -228.8
957	 1903.17	 -182.8
958	 1903.17	 -181
959	 1903.17	 -198.8
960	 1903.17	 -198
961	 1903.17	 -140.4
962	 1903.17	 -171.2
963	 1903.17	 -171.8
964	 1903.17	 -203.4
965	 1903.17	 -150.6
